order,family,genus,species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,breeding_dist,nest_locations,clutch_size_mean,clutch_size_lower,cluth_size_upper,clutch_size_uncertainty,clutch_interval,hatchling_type,incubation_mean,incubation_period_lower,incubtaion_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,coloniality,citation
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,exulans,Diomedea exulans,,Wandering Albatross,,,,,,VU,A4bd,2012,decreasing,,6,11,,,6,11,,"Tm,SP",O,1,,,,,SP,,75,83,,278,,,,56,,,,0,,,,9,7,11,,OS,311,,,,35,,,,96,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,epomophora,Diomedea epomophora,,Southern Royal Albatross, Royal Albatross,,,,,VU,D2,2012,stable,,8,10,,,8,10,,"Tm,SP",,1,,,,SP,,,78,80,,241,,,,83,,,,0,,,,(7-11),7,11,,OS,,,,,58,,,+,97,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,palpebrata,Phoebetria palpebrata,,Light-mantled Albatross, Light-mantled Sooty Albatross,,,,,NT,,2012,decreasing,,2.8,3.1,,,2.8,3.1,,Tm-P,"O,CI,SI",1,,,,,SP,,66,69,,,140-157,,,45,,,,,,,,7,,,,OS,218,,,,,,,,97.3,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,amsterdamensis,Diomedea amsterdamensis,,Amsterdam Albatross, Amsterdam Island Albatross,,,,,CR,B2ab(v); C2a(ii),2013,decreasing,,4.8,8,,,4.8,8,,Tm,O,1,,,,,SP,79,,,,235,,,,,,,,,,,,,,,,,300,,,,40,,,c,,94,95,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,nigripes,Phoebastria nigripes,Diomedea nigripes nigripes|Diomedea nigripes nigripes|Diomedea nigripes nigripes|Diomedea nigripes nigripes,Black-footed Albatross,,,,,,NT,,2014,increasing,3,,,,3.4,,,,STr,"O,SI",1,,,,,SP,,64,65,,145.6,,,,,,,,40,,,,4,,,,OS,,193,227,,41,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chlororhynchos,Thalassarche chlororhynchos,,Atlantic Yellow-nosed Albatross, Yellow-nosed Albatross,,,,,EN,A4bd;B2ab(v),2012,decreasing,2.5,,,,,2.4,2.9,,"Tm,SP","0,CI,SI",1,,,,,SP,,71,78,,120,,,c,60,,,,,,,,9,,,c,OS,,200,256,,37,,,+,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,cauta,Thalassarche cauta,,Shy Albatross,,,,,,NT,,2012,unknown,,3.4,3.8,,,4,4.4,,Tm,"O,SI,CI",1,,,,,SP,,68,75,,120,,,c,,,,,0,,,,,,,,"NS,OS",,212,256,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,albatrus,Phoebastria albatrus,Diomedea albatrus albatrus|Diomedea albatrus albatrus|Diomedea albatrus albatrus|Diomedea albatrus albatrus,Short-tailed Albatross,,,,,,VU,D2,2012,increasing,,,,,,,,,Tm,"O,SI",1,,,,,SP,49,,,,180,,,c,,,,,,,,,,,,,,,213,229,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,carteri,Thalassarche carteri,,Indian Yellow-nosed Albatross,,,,,,EN,A4bde,2012,decreasing,,,,,,,,,"Tm,SP","O,SI",1,,,,,SP,,7,78,,130,,,c,,,,,,,,,9,,,c,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,sanfordi,Diomedea sanfordi,,Northern Royal Albatross,,,,,,EN,"A4bc;B2ab(iii,v)",2013,decreasing,,,,,,,,,TM,0,1,,,,,SP,79,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,antipodensis,Diomedea antipodensis,,Antipodean Albatross,,,,,,VU,D2,2012,decreasing,,,,,,,,,Tm,O,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,dabbenena,Diomedea dabbenena,Diomedea chionoptera chionoptera,Tristan Albatross,,,,,,CR,A4ade,2013,decreasing,,,,,,,,,Tm,O,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,eremita,Thalassarche eremita,,Chatham Albatross,,,,,,VU,D2,2012,increasing,,,,,,,,,Tm,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,salvini,Thalassarche salvini,,Salvin's Albatross,,,,,,VU,D2,2012,unknown,,,,,,,,,Tm,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,steadi,Thalassarche steadi,,White-capped Albatross,,,,,,NT,,2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,DROMADIDAE,Dromas,ardeola,Dromas ardeola,,Crab-plover , Crab-plover,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULIFORMES,FREGATIDAE,Fregata,ariel,Fregata ariel,,Lesser Frigatebird,,,,,,LC,,2012,decreasing,,0.78,1.11,,,0.78,1.11,,Tr,T,1,,,,B,A,50,,,plus minus,,145-179,,,,,,,,140,180,,,,,,OS,,175,195,,28,,,,,,,,,
SULIFORMES,FREGATIDAE,Fregata,minor,Fregata minor,,Great Frigatebird, Great Frigatebird,,,,,LC,,2012,decreasing,,1.1,1.89,,,0.9,1.35,,Tr,T,1,,,,B,A,56,51,60,,,160-169,,,,,,,,158,428,,(3-7),3,7,,OS,198,,,,35,,,,,,,,,
SULIFORMES,FREGATIDAE,Fregata,magnificens,Fregata magnificens,,Magnificent Frigatebird,,,,,,LC,,2012,increasing,1.67,,,,1.28,,,,Tr,T,1,,,,B,A,29,58,60,,165,,,,15,,,,150,,,,(5-7),5,7,,OS,229,,,,,,,,,,,,,
SULIFORMES,FREGATIDAE,Fregata,aquila,Fregata aquila,,Ascension Frigatebird, Ascension Is. Frigatebird,,,,,VU,D2,2012,unknown,1.25,,,,1.25,,,,STr,O,1,,,,B,A,,43,51,,180,,,?,,,,,,90,120,,,,,,OS,,196,201,,,,,,,,,,,
SULIFORMES,FREGATIDAE,Fregata,andrewsi,Fregata andrewsi,,Christmas Frigatebird, Andrews' Frigatebird, Christmas Frigatebird,,,,CR,"B2ab(ii,iii,v)",2013,decreasing,1.55,,,,1.4,,,,Tr,T,1,,,,B,A,,46,54,,177,,,,,,,,,120,200,,,,,,"NS,OS",,205,230,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,coromandelicus,Cursorius coromandelicus,,Indian Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,cursor,Cursorius cursor,,Cream-coloured Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,rufus,Cursorius rufus,,Burchell's Courser,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,somalensis,Cursorius somalensis,,Somali Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,temminckii,Cursorius temminckii,,Temminck's Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,cinerea,Glareola cinerea,,Grey Pratincole,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,lactea,Glareola lactea,,Little Pratincole, Little Pratincole,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,maldivarum,Glareola maldivarum,,Oriental Pratincole,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,nordmanni,Glareola nordmanni,,Black-winged Pratincole,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,nuchalis,Glareola nuchalis,,Rock Pratincole,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,ocularis,Glareola ocularis,,Madagascar Pratincole,,,,,,VU,C2a(ii),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,pratincola,Glareola pratincola,,Collared Pratincole, Common Pratincole,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,bitorquatus,Rhinoptilus bitorquatus,Cursorius bitorquatus bitorquatus,Jerdon's Courser,,,,,,CR,C2a(ii),2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,chalcopterus,Rhinoptilus chalcopterus,,Bronze-winged Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,cinctus,Rhinoptilus cinctus,,Three-banded Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Smutsornis,africanus,Smutsornis africanus,Rhinoptilus africanus,Double-banded Courser,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Stiltia,isabella,Stiltia isabella,,Australian Pratincole,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,ater,Haematopus ater,Haematopus bachmani,Blackish Oystercatcher,,,,,,LC,,2014,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,chathamensis,Haematopus chathamensis,,Chatham Oystercatcher, Chatham Islands Oystercatcher, Chatham Island Pied Oystercatcher,,,,EN,D,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,fuliginosus,Haematopus fuliginosus,,Sooty Oystercatcher,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,leucopodus,Haematopus leucopodus,,Magellanic Oystercatcher,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,longirostris,Haematopus longirostris,,Pied Oystercatcher, Australian Pied Oystercatcher,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,meadewaldoi,Haematopus meadewaldoi,,Canarian Oystercatcher, Canarian Black Oystercatcher,,,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,moquini,Haematopus moquini,,African Oystercatcher, African Black Oystercatcher,,,,,NT,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,ostralegus,Haematopus ostralegus,Haematopus finschi,Eurasian Oystercatcher, Pied Oystercatcher,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,palliatus,Haematopus palliatus,,American Oystercatcher,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,unicolor,Haematopus unicolor,,Variable Oystercatcher,,,,,,LC,,2013,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,leucorhous,Hydrobates leucorhous,Hydrobates leucorhoa leucorhoa|Oceanodroma leucorhoa,Leach's Storm-petrel, Leach's Storm-Petrel, Leach's Storm Petrel,,,,LC,,2012,stable,,0.04,0.05,,,0.04,0.05,,"Tm,STr","Bu,Cr",1,,,,,SP,43.3,37,50,,,56,79,,1.6,,,,0,,,,(3-6),3,6,,OS,,45,48,,36,,,,,79,93,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,homochroa,Hydrobates homochroa,Oceanodroma homochroa,Ashy Storm-petrel, Ashy Storm Petrel, Ashy Storm-Petrel,,,,EN,A2ce+3ce,2013,decreasing,0.039,,,,0.039,,,,STr,Cr,1,,,,,SP,44.8,42,59,,84.4,72,119,,,,,,0,,,,,,,,"NS,OS",,,,,8,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,furcatus,Hydrobates furcatus,Oceanodroma furcata,Fork-tailed Storm-petrel, Fork-tailed Storm Petrel, Fork-tailed Storm-Petrel,,,,LC,,2012,increasing,0.06,,,,0.06,,,,Tm,"Bu,Cr",1,,,,,SP,40,,,,58,,,,1.5,,,,,,,,,,,,OS,,,,,17,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,microsoma,Hydrobates microsoma,Halocyptena microsoma|Oceanodroma microsoma|Oceanodroma microsoma|Oceanodroma microsoma|Oceanodroma microsoma,Least Storm-petrel, Least Storm Petrel, Least Storm-Petrel,,,,LC,,2012,decreasing,0.02,,,,0.02,,,,STr,Cr,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,matsudairae,Hydrobates matsudairae,Hydrobates matsudairae matsudairae|Oceanodroma matsudairae,Matsudaira's Storm-petrel, Matsudaira's Storm-Petrel, Matsudaira's Storm Petrel,,,,VU,D2,2014,unknown,,,,,,,,,STr,Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tristrami,Hydrobates tristrami,Hydrobates tristrami tristrami|Oceanodroma tristrami,Tristram's Storm-petrel, Tristram's Storm Petrel, Tristram's Storm-Petrel,,,,NT,,2012,stable,,,,,,,,,STr,"Bu,CR",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,56,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,castro,Hydrobates castro,Oceanodroma castro,Band-rumped Storm-petrel, Band-rumped Storm-Petrel,,,,,LC,,2013,decreasing,,,,,,,,,Tm-Tr,"Cr,Bu",1,,,,,SP,42,,,,,64,78,,,,,,,,,,,,,,,,44,46,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monorhis,Hydrobates monorhis,Hydrobates monorhis monorhis|Oceanodroma monorhis,Swinhoe's Storm-petrel, Swinhoe's Storm-Petrel, Swinhoe's Storm Petrel,,,,NT,,2014,stable,,0.038,0.04,,,0.038,0.04,,Tm-Tr,Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,44,46,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,melania,Hydrobates melania,Oceanodroma melania,Black Storm-petrel, Black Storm Petrel, Black Storm-Petrel,,,,LC,,2013,decreasing,,,,,,,,,STr,"Bu,Cr",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,46,51,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,pelagicus,Hydrobates pelagicus,,European Storm-petrel, European Storm-Petrel, European Storm Petrel, British Storm Petrel, Storm Petrel,,LC,,2012,decreasing,0.03,,,,0.03,,,,"Tm,STr",Cr,1,,,,,SP,41,,,,66,,,,0.8,,,,0,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tethys,Hydrobates tethys,Oceanodroma tethys,Wedge-rumped Storm-petrel, Wedge-rumped Storm Petrel, Wedge-rumped Storm-Petrel,,,,LC,,2013,decreasing,,,,,,,,,Tr,"Cr,Un",1,,,,,SP,,,,,76,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,hornbyi,Hydrobates hornbyi,Oceanodroma hornbyi,Ringed Storm-petrel, Hornby's Storm Petrel, Ringed Storm-Petrel,,,,DD,,2012,unknown,,,,,,,,,STr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,markhami,Hydrobates markhami,Oceanodroma markhami,Markham's Storm-petrel, Markham's Storm Petrel, Markham's Storm-Petrel,,,,DD,,2012,unknown,,,,,,,,,Tr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,macrodactylus,Hydrobates macrodactylus,Oceanodroma macrodactyla,Guadalupe Storm-petrel, Guadalupe Storm Petrel, Guadalupe Storm-Petrel,,,,CR,D,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monteiroi,Hydrobates monteiroi,Oceanodroma monteiroi,Monteiro's Storm-petrel ,,,,,,VU,D1+2,2013,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,IBIDORHYNCHIDAE,Ibidorhyncha,struthersii,Ibidorhyncha struthersii,,Ibisbill,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Actophilornis,africanus,Actophilornis africanus,,African Jacana,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Actophilornis,albinucha,Actophilornis albinucha,,Madagascar Jacana,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Hydrophasianus,chirurgus,Hydrophasianus chirurgus,,Pheasant-tailed Jacana,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Irediparra,gallinacea,Irediparra gallinacea,,Comb-crested Jacana,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Jacana,jacana,Jacana jacana,,Wattled Jacana,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Jacana,spinosa,Jacana spinosa,,Northern Jacana,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Metopidius,indicus,Metopidius indicus,,Bronze-winged Jacana,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,JACANIDAE,Microparra,capensis,Microparra capensis,,Lesser Jacana,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus,sandvicensis,Thalasseus sandvicensis,Sterna sandvicensis|Thalasseus sandvicensis|Thalasseus sandvicensis,Sandwich Tern,,,,,,LC,,2012,stable,,0.14,0.3,,,0.14,0.3,,"STr,Tm",O,1,1,2,,,SP,24,23,29,,28,27,29,,9.8,,,,,30,120,,4,3,4,,NS,,86,105,,23.5,,,,75,,,,,
CHARADRIIFORMES,LARIDAE,Anous,minutus,Anous minutus,,Black Noddy,,,,,,LC,,2012,stable,,0.098,0.144,,,0.098,0.144,,"STr,Tr","O,Cr,T",1,,,,D,SP,34,31,39,,,48,60,,,,,,,30,60,,3,2,4,,NS+,,66,72,,25,,,,75,,,,,
CHARADRIIFORMES,LARIDAE,Larus,dominicanus,Larus dominicanus,,Kelp Gull, Southern Black-backed Gull,,,,,LC,,2012,increasing,0.83,,,,1.05,,,,P-Tm,O,2.4,,,,,SP,28,,,,61,,,,,,,,,41,54,,4,,,,NS,,152,169,,,,,,81,,,,,
CHARADRIIFORMES,LARIDAE,Larus,occidentalis,Larus occidentalis,,Western Gull,,,,,,LC,,2012,increasing,1.01,0.08,1.12,,1.01,0.8,1.2,,"Tm,STr","O,SI",3,1,3,,,SP,,30,32,,47.5,45,50,,,,,,,30,90,,(4-6),4,6,,NS,,132,144,,28,,,,90,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,paradisaea,Sterna paradisaea,,Arctic Tern,,,,,,LC,,2012,decreasing,0.11,0.08,0.127,,0.11,0.08,0.127,,"P,SP",O,1.8,1,2,,,SP,23,22,27,,,20,24,,7,,,,7,,,+,3,,,+,NS,,76,85,,34,,,,90,,,,,
CHARADRIIFORMES,LARIDAE,Larus,argentatus,Larus argentatus,,European Herring Gull,,,,,,LC,,2014,decreasing,1.044,,,,1.226,,,,"SP,Tm","CI,O",3,1,3,,,SP,,30,32,,47.5,45,50,,33,,,,45,,,+,(4-5),4,5,,NS,,135,149,,32,,,,91,,,,,
CHARADRIIFORMES,LARIDAE,Creagrus,furcatus,Creagrus furcatus,,Swallow-tailed Gull,,,,,,LC,,2012,unknown,,0.55,0.74,,,0.63,0.78,,Tr,"O,CI",1,,,,,SP,32,29,38,,,60,70,,46,,,,30,,,+,5,2,6,,OS,,,,,,,,,97,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,dougallii,Sterna dougallii,,Roseate Tern,,,,,,LC,,2012,unknown,0.11,0.088,0.139,,0.11,0.088,0.139,,"Tm,Tr",O,2,1,4,,,SP,23.3,21,24,,26,22,30,,7,,,,,7,14,,3,2,4,,NS,,72,80,,25,,,,,74,91,,,
CHARADRIIFORMES,LARIDAE,Onychoprion,anaethetus,Onychoprion anaethetus,Onychoprion anaethetus|Onychoprion anaethetus subspecies anaethetus|Sterna anaethetus,Bridled Tern,,,,,,LC,,2012,unknown,0.131,0.093,0.167,,0.131,0.093,0.167,,"STr,Tr","CR,Un,O",1,,,,,SP,29,26,33,,60,55,65,,,,,,,20,44,,4,2,5,,"NS,OS",,76,81,,18,,,,,78,83,,,
CHARADRIIFORMES,LARIDAE,Larus,californicus,Larus californicus,,California Gull,,,,,,LC,,2012,decreasing,0.556,,,,0.657,,,,Tm,O,2,2,4,,,SP,35,23,27,,48,42,60,,,,,,,,,yes,(3-4),3,4,,NS,,121,140,,25,,,,,79,92,,,
CHARADRIIFORMES,LARIDAE,Sternula,antillarum,Sternula antillarum,Sterna antillarum|Sternula antillarum,Least Tern,,,,,,LC,,2012,decreasing,,0.036,0.057,,,0.036,0.057,,Tm-Tr,O,2,2,3,,,SP,22,19,25,,20,17,21,,,,,,,26,56,,3 (2),,,,NS,51,,,,24,,,,,80,93,,,
CHARADRIIFORMES,LARIDAE,Sterna,hirundo,Sterna hirundo,,Common Tern,,,,,,LC,,2012,decreasing,0.13,0.097,0.146,,0.13,0.097,0.146,,SP-Tm,O,2.4,1,4,,,SP,24,22,28,,26,,,,8,,,,21,,,+,3.2,2,4,,NS,,72,83,,25,,,,,81,89,,,
CHARADRIIFORMES,LARIDAE,Larus,glaucescens,Larus glaucescens,,Glaucous-winged Gull,,,,,,LC,,2012,increasing,0.946,,,,1.18,,,,"SP,Tm",O,2,1,4,,,SP,,25,28,,,40,53,,,,,,21,,,,5.4,4,7,,NS,,132,146,,24,,,,,83,87,,,
CHARADRIIFORMES,LARIDAE,Hydroprogne,caspia,Hydroprogne caspia,Hydroprogne caspia|Hydroprogne caspia|Hydroprogne caspia|Sterna caspia,Caspian Tern,,,,,,LC,,2012,increasing,0.662,,,,0.649,,,,"Tm,STr",O,2,1,3,,,SP,27,25,28,,40,35,45,,,,,,90,,,+,3,2,4,,NS,,127,146,,30,,,,,87,91,,,
CHARADRIIFORMES,LARIDAE,Rissa,tridactyla,Rissa tridactyla,,Black-legged Kittiwake, Kittiwake,,,,,LC,,2012,decreasing,0.4,0.3,0.5,,0.4,0.3,0.5,,"SP,Tm",CI,2,1,3,,,SP,26.2,25,28,,41.5,34,58,,20,,,,,,,yes,(3-5),3,5,,NS,104,,,,18,,,,,88,93,,,
CHARADRIIFORMES,LARIDAE,Larus,pipixcan,Larus pipixcan,Leucophaeus pipixcan pipixcan,Franklin's Gull,,,,,,LC,,2012,increasing,,0.26,0.28,,,0.26,0.28,,Tm,F,3,2,4,,,SP,24.5,23,26,,,35,40,,,,,,7,,,+,(2-3),2,3,,NS,,85,106,,10,,,,,,,,,
